word,star,1,2,3,4,5
ŞORQOĞALI,***,isim,,,,
ŞORLANMA,***,isim,,,,
ŞORLANMAQ,***,fel,,,,
ŞORLAR,***,,,,,
ŞORLAŞDIRMA,***,isim,,,,
ŞORLAŞDIRMAQ,***,fel,,,,
ŞORLAŞMA,***,isim,,,,
ŞORLAŞMAQ,***,fel,,,,
ŞORT,***,,,,,
ŞORTMA,***,isim,,,,
ŞORTMAQ,***,fel,,,,
ŞORTU,***,sifət,,,,
ŞORTULUQ,***,isim,,,,
ŞORYARPAQ,***,isim,,,,
ŞOSE,***,,,,,
ŞOŞAQ,***,isim,,,,
ŞOTKA,***,,,,,
ŞOTKALAMA,***,isim,,,,
ŞOTKALAMAQ,***,fel,,,,
ŞOTKALANMA,***,isim,,,,
ŞOTKALANMAQ,***,fel,,,,
ŞOTKALI,***,sifət,,,,
ŞOT-KÖK,***,,,,,
ŞOTLANDCA,***,zərf,,,,
ŞOTLANDKA,***,isim,,,,
ŞOTLANDLAR,***,,,,,
ŞOU,***,isim,,,,
ŞOVİNİST,***,,,,,
ŞOVİNİZM,***,,,,,
ŞÖBƏ,***,isim,,,,
ŞÖHRƏT,***,fel,isim,sifət,,
ŞÖHRƏTBAZ,***,sifət,,,,
ŞÖHRƏTBAZLIQ,***,isim,,,,
ŞÖHRƏTGİR,***,sifət,,,,
ŞÖHRƏTLƏNDİRİLMƏ,***,isim,,,,
ŞÖHRƏTLƏNDİRİLMƏK,***,fel,,,,
ŞÖHRƏTLƏNDİRMƏ,***,isim,,,,
ŞÖHRƏTLƏNDİRMƏK,***,fel,,,,
ŞÖHRƏTLƏNMƏ,***,isim,,,,
ŞÖHRƏTLƏNMƏK,***,fel,,,,
ŞÖHRƏTLİ,***,sifət,,,,
ŞÖHRƏTPƏRƏST,***,sifət,,,,
ŞÖHRƏTPƏRƏSTLİK,***,isim,,,,
ŞÖK,***,sifət,,,,
ŞÖKƏ,***,isim,,,,
ŞÖKLƏMƏK,***,fel,,,,
ŞÖLƏ,***,isim,,,,
ŞÖLƏCİK,***,isim,,,,
ŞÖLƏLƏNDİRMƏ,***,fel,isim,,,
ŞÖLƏLƏNDİRMƏK,***,fel,,,,
ŞÖLƏLƏNMƏ,***,isim,,,,
ŞÖLƏLƏNMƏK,***,fel,,,,
ŞÖNGÜMƏ,***,isim,,,,
ŞÖNGÜMƏK,***,fel,,,,
ŞÖTDƏMƏ,***,isim,,,,
ŞÖTDƏMƏK,***,fel,,,,
ŞPROT,***,isim,,,,
ŞPUR,***,isim,,,,
ŞRAPNEL,***,,,,,
ŞRİFT,***,,,,,
ŞTAB,***,,,,,
ŞTABEL,***,isim,,,,
ŞTAMM,***,isim,,,,
ŞTAMP,***,,,,,
ŞTAMPÇI,***,isim,,,,
ŞTAMPLAMA,***,isim,,,,
ŞTAMPLAMAQ,***,fel,,,,
ŞTAMPLANMA,***,isim,,,,
ŞTAMPLANMAQ,***,fel,,,,
ŞTAMPLAYICI,***,isim,,,,
ŞTAMPLI,***,sifət,,,,
ŞTANQ,***,,,,,
"ŞTANQİST, ŞTANQÇI",***,,,,,
ŞTAPEL,***,,,,,
ŞTAT,***,,,,,
ŞTAT,***,,,,,
ŞTATDANKƏNAR,***,sifət,,,,
ŞTATİV,***,isim,,,,
ŞTATLI,***,sifət,,,,
ŞTEMPEL,***,,,,,
ŞTEPSEL,***,,,,,
ŞTİFT,***,isim,,,,
ŞTOF,***,isim,,,,
ŞTOK,***,isim,,,,
ŞTOPOR,***,isim,,,,
ŞTREK,***,isim,,,,
ŞTRİX,***,isim,,,,
ŞTURMAN,***,isim,,,,
ŞTURVAL,***,isim,,,,
ŞUĞUL,***,,,,,
ŞUĞUL,***,,,,,
ŞUĞULLUQ,***,,,,,
ŞUX,***,sifət,,,,
ŞUXLUQ,***,isim,,,,
ŞULUQ,***,fel,isim,sifət,,
ŞULUQÇU,***,fel,isim,sifət,,
ŞULUQÇULUQ,***,isim,,,,
ŞULUQLUQ,***,isim,,,,
ŞULUM,***,sifət,,,,
ŞUM,***,sifət,,,,
ŞUM,***,isim,,,,
ŞUMAL,***,sifət,,,,
ŞUMALTI,***,sifət,,,,
ŞUMLAMA,***,isim,,,,
ŞUMLAMAQ,***,fel,,,,
ŞUMLANMA,***,isim,,,,
ŞUMLANMAQ,***,fel,,,,
ŞUMLANMIŞ,***,fsifət,,,,
ŞUMLUQ,***,isim,,,,
ŞUR,***,isim,,,,
ŞUR,***,isim,,,,
ŞURA,***,isim,,,,
ŞURALAŞMA,***,isim,,,,
ŞURALAŞMAQ,***,fel,,,,
ŞURƏVİ,***,sifət,,,,
ŞURF,***,isim,,,,
ŞURİŞ,***,isim,,,,
ŞURUP,***,isim,,,,
ŞÜA,***,isim,,,,
ŞÜALANDIRMA,***,isim,,,,
ŞÜALANDIRMAQ,***,fel,,,,
ŞÜALANMA,***,isim,,,,
ŞÜALANMAQ,***,fel,,,,
ŞÜALI,***,sifət,,,,
ŞÜAR,***,isim,,,,
ŞÜARÇILIQ,***,isim,,,,
"ŞÜASAÇAN, ŞÜASAÇICI",***,sifət,,,,
ŞÜASAÇMA,***,isim,,,,
ŞÜAVARİ,***,sifət,,,,
ŞÜBHƏ,***,isim,,,,
ŞÜBHƏLƏNDİRMƏ,***,isim,,,,
ŞÜBHƏLƏNDİRMƏK,***,fel,,,,
ŞÜBHƏLƏNMƏ,***,isim,,,,
ŞÜBHƏLƏNMƏK,***,fel,,,,
ŞÜBHƏLİ,***,sifət,,,,
ŞÜBHƏLİLİK,***,isim,,,,
ŞÜBHƏLİ-ŞÜBHƏLİ,***,zərf,,,,
ŞÜBHƏSİZ,***,zərf,,,,
ŞÜCAƏT,***,isim,,,,
ŞÜCAƏTLİ,***,sifət,,,,
ŞÜƏRA,***,isim,,,,
ŞÜĞL,***,isim,,,,
ŞÜĞÜLZÜMMƏ,***,isim,,,,
ŞÜHUDİ,***,sifət,,,,
ŞÜKKÜTMƏ,***,isim,,,,
ŞÜKKÜTMƏK,***,fel,,,,
ŞÜKRAN,***,isim,,,,
ŞÜKRANƏ,***,isim,,,,
"ŞÜKRLİLLAH, ŞÜKRÜLLAH",***,fel,,,,
ŞÜKUFƏ,***,isim,,,,
ŞÜKUFƏLƏNMƏ,***,fel,isim,,,
ŞÜKUFƏLƏNMƏK,***,fel,sifət,,,
ŞÜKUH(Ə),***,fel,,,,
ŞÜKUHLU,***,zərf,sifət,,,
ŞÜKÜR,***,isim,,,,
ŞÜLƏ,***,isim,,,,
ŞÜLƏK,***,isim,,,,
ŞÜLƏKLƏMƏ,***,isim,,,,
ŞÜLƏKLƏMƏK,***,fel,,,,
ŞÜMAL,***,sifət,,,,
ŞÜMAR,***,isim,,,,
ŞÜMARƏ,***,isim,,,,
ŞÜMƏRƏK,***,sifət,,,,
ŞÜMŞAD,***,isim,,,,
ŞÜMUL,***,isim,,,,
ŞÜMÜR,***,isim,,,,
ŞÜRU,***,,,,,
ŞÜRUT,***,,,,,
ŞÜŞ,***,isim,,,,
ŞÜŞƏ,***,isim,,,,
ŞÜŞƏBƏND,***,isim,,,,
ŞÜŞƏBƏNDLİ,***,sifət,,,,
ŞÜŞƏCİK,***,isim,,,,
ŞÜŞƏÇİ,***,isim,,,,
ŞÜŞƏÇİLİK,***,isim,,,,
ŞÜŞƏKƏSƏN,***,sifət,,,,
ŞÜŞƏKİ,***,isim,,,,
ŞÜŞƏLƏMƏ,***,isim,,,,
ŞÜŞƏLƏMƏK,***,fel,,,,
ŞÜŞƏLƏNMƏ,***,isim,,,,
ŞÜŞƏLƏNMƏK,***,fel,sifət,,,
ŞÜŞƏLƏŞDİRMƏ,***,fel,isim,,,
ŞÜŞƏLƏŞDİRMƏK,***,fel,,,,
ŞÜŞƏSALAN,***,isim,,,,
"ŞÜŞƏSİLƏN, ŞÜŞƏTƏMİZLƏYƏN",***,sifət,,,,
ŞÜŞƏÜFÜRƏN,***,isim,,,,
ŞÜŞƏVARİ,***,sifət,,,,
"ŞÜŞƏYƏBƏNZƏR, ŞÜŞƏYƏOXŞAR",***,sifət,,,,
ŞÜŞTƏR,***,isim,,,,
ŞÜTÜLLƏMƏ,***,isim,,,,
ŞÜTÜLLƏMƏK,***,fel,,,,
ŞÜTÜMƏ,***,isim,,,,
ŞÜTÜMƏK,***,fel,,,,
ŞÜUR,***,isim,,,,
ŞÜURLANMA,***,isim,,,,
ŞÜURLANMAQ,***,fel,,,,
ŞÜURLU,***,sifət,,,,
ŞÜURLULUQ,***,isim,,,,
ŞÜURSUZ,***,,sifət,zərf,,
ŞÜURSUZLUQ,***,isim,,,,
ŞÜVƏ,***,isim,,,,
ŞÜVƏRƏ,***,,,,,
ŞÜVƏRƏN,***,isim,,,,
ŞÜVÜL,***,isim,,,,
ŞÜY,***,isim,,,,
ŞÜYÜD,***,isim,,,,
ŞÜYÜDPLOV,***,isim,,,,
ŞVELLER,***,isim,,,,
ŞVERTBOT,***,isim,,,,
T,***,,,,,
TA,***,ədat,,,,
TAAM,***,isim,,,,
TAARÜF,***,isim,,,,
TAB,***,isim,,,,
TABAQ,***,isim,,,,
TABAQÇA,***,isim,,,,
TABAQÇALANMA,***,fel,isim,,,
TABAQÇALANMAQ,***,fel,sifət,,,
TABAQÇI,***,isim,,,,
TABAQLANMA,***,isim,,,,
TABAQLANMAQ,***,fel,sifət,,,
TABAN,***,isim,,,,
TABASARANLAR,***,,,,,
TABAŞİR,***,isim,,,,
TABAŞİRLİ,***,sifət,,,,
TABE,***,fel,isim,sifət,,
TABEİYYƏT,***,isim,,,,
TABEL,***,,,,,
TABELÇİ,***,isim,,,,
TABELİ,***,sifət,,,,
TABELİK,***,isim,,,,
TABESİZ,***,sifət,,,,
TABLAMA,***,isim,,,,
TABLAMAQ,***,fel,,,,
TABLAŞMA,***,isim,,,,
TABLAŞMAQ,***,fel,,,,
TABLI,***,sifət,,,,
TABLO,***,,,,,
TABOR,***,isim,,,,
TABSIZ,***,sifət,,,,
TABSIZLAŞMA,***,isim,,,,
TABSIZLAŞMAQ,***,fel,,,,
"TAB(Ü)-TAQƏT, TAB(Ü)-TAVAN",***,isim,,,,
TABU,***,,,,,
TABURET(KA),***,isim,,,,
TABUT,***,isim,,,,
TAC,***,isim,,,,
TACBITRAQ,***,isim,,,,
TACCIQ,***,isim,,,,
TACDAR,***,isim,,,,
TACİK,***,isim,,,,
TACİKCƏ,***,sifət,zərf,,,
TACİR,***,isim,,,,
TACİRLİK,***,isim,,,,
TAC-TAXT,***,,,,,
TAFTA,***,isim,,,,
TAĞ,***,isim,,,,
TAĞ,***,fel,isim,,,
TAĞ,***,isim,,,,
TAĞALAQ,***,isim,,,,
TAĞALAQ,***,sifət,,,,
TAĞAR,***,isim,,,,
TAĞBƏND,***,sifət,,,,
TAĞLI,***,sifət,,,,
TAHİR,***,isim,,,,
TAXÇA,***,isim,,,,
TAXEOMETR,***,isim,,,,
TAXEOMETRİYA,***,isim,,,,
TAXIL,***,isim,,,,
TAXILBİÇƏN,***,fel,isim,,,
TAXILBİTİ,***,isim,,,,
TAXILÇİÇƏKLİLƏR,***,,,,,
TAXILÇI,***,isim,,,,
TAXILÇILIQ,***,isim,,,,
TAXILDÖYƏN,***,fel,isim,,,
TAXILQURDU,***,isim,,,,
TAXILQURUDAN,***,fel,isim,,,
TAXILMA,***,isim,,,,
TAXILMAQ,***,fel,,,,
TAXILSƏPƏN,***,fel,isim,,,
TAXILSOVURAN,***,fel,isim,,,
TAXILTƏMİZLƏYƏN,***,fel,isim,,,
TAXİKARDİYA,***,isim,,,,
TAXMA,***,isim,,,,
TAXMAQ,***,fel,,,,
TAXT,***,isim,,,,
TAXTA,***,isim,,,,
TAXTABƏND,***,isim,,,,
TAXTABİTİ,***,isim,,,,
TAXTAÇƏKƏN,***,fel,isim,,,
TAXTAKƏSƏN,***,fel,isim,,,
TAXTALAMA,***,isim,,,,
TAXTALAMAQ,***,fel,,,,
TAXTALANMA,***,isim,,,,
TAXTALANMAQ,***,fel,,,,
TAXTALATMA,***,isim,,,,
TAXTALATMAQ,***,fel,,,,
TAXTALIQ,***,fel,isim,sifət,,
TAXTA-PARA,***,isim,,,,
TAXTAPUŞ,***,isim,,,,
TAXTAPUŞÇU,***,isim,,,,
TAXTAPUŞLU,***,sifət,,,,
TAXTA-ŞALBAN,***,isim,,,,
TAXTAYONAN,***,fel,isim,,,
TAXT-RƏVAN,***,isim,,,,
"TAXT-TAC, TAXTÜ TAC",***,isim,,,,
TAKELAJ,***,,,,,
TAKELAJÇI,***,isim,,,,
TAKSİ,***,,,,,
TAKSİÇİ,***,isim,,,,
TAKSİR,***,isim,,,,
TAKSOMETR,***,,,,,
TAKSOMOTOR,***,,,,,
TAKT,***,,,,,
TAKTİK,***,sifət,,,,
TAKTİK,***,,,,,
TAKTİKA,***,,,,,
TAQANOK,***,,,,,
TAQƏT,***,isim,,,,
TAQƏTSİZ,***,sifət,zərf,,,
TAQƏTSİZLİK,***,isim,,,,
TAQIM,***,isim,,,,
TAQ(Q),***,,,,,
TAQQANAQ,***,sifət,,,,
TAQQATAQ,***,,,,,
TAQQILDAMA,***,isim,,,,
TAQQILDAMAQ,***,fel,,,,
TAQQILDATMA,***,isim,,,,
TAQQILDATMAQ,***,fel,,,,
TAQQILTI,***,isim,,,,
TAQ-TAQ,***,zərf,,,,
TAL,***,isim,,,,
TALA,***,isim,,,,
TALAQ,***,isim,,,,
TALAQLI,***,sifət,,,,
TALAQSIZ,***,sifət,,,,
TALALIQ,***,isim,,,,
TALAMA,***,isim,,,,
TALAMAQ,***,fel,,,,
TALAN,***,isim,,,,
TALANÇI,***,fel,isim,sifət,,
TALANÇILIQ,***,isim,,,,
TALANMA,***,isim,,,,
TALANMAQ,***,fel,fel,,,
TALANT,***,,,,,
TALANTLI,***,sifət,,,,
TALASSEMİYA,***,isim,,,,
TALAŞA,***,isim,,,,
TALE,***,isim,,,,
TALESİZ,***,,sifət,,,
TALESİZLİK,***,isim,,,,
TALEYİKƏM,***,sifət,,,,
TALĞA,***,isim,,,,
TALXA,***,isim,,,,
TALIŞCA,***,sifət,zərf,,,
TALIŞLAR,***,,,,,
TALİB,***,isim,,,,
TALİBƏ,***,isim,,,,
TALK,***,isim,,,,
TALMUD,***,,isim,,,
TALON,***,,,,,
TALVAR,***,isim,,,,
TALVARLAMA,***,isim,,,,
TALVARLAMAQ,***,fel,,,,
TALVARLI,***,sifət,,,,
TAM,***,zərf,,sifət,,
TAM,***,,,,,
TAMADA,***,isim,,,,
TAMADALIQ,***,isim,,,,
TAMAH,***,isim,,,,
TAMAHKAR,***,sifət,,,,
TAMAHKARLIQ,***,isim,,,,
TAMAHLANDIRMA,***,isim,,,,
TAMAHLANDIRMAQ,***,fel,,,,
TAMAHLANMA,***,isim,,,,
TAMAHLANMAQ,***,fel,,,,
TAMAHSILANDIRMA,***,isim,,,,
TAMAM-DƏSGAH,***,isim,,,,
TAMAMƏN,***,zərf,,,,
TAMAMİLƏ,***,zərf,,,,
TAMAM-KAMAL,***,zərf,,,,
TAMAMLAMA,***,isim,,,,
TAMAMLAMAQ,***,fel,,,,
TAMAMLANMA,***,isim,,,,
TAMAMLANMAQ,***,fel,,,,
TAMAMLAYICI,***,sifət,,,,
TAMAMLIQ,***,isim,,,,
TAMARZI,***,isim,,,,
TAMARZILIQ,***,isim,,,,
TAMASA,***,isim,,,,
TAMAŞA,***,fel,isim,,,
TAMAŞAÇI,***,isim,,,,
TAMAŞAGAH,***,isim,,,,
TAMAŞAXANA,***,isim,,,,
TAMAŞALI,***,sifət,,,,
TAMBUR,***,,,,,
TAMBURİN,***,isim,,,,
TAMET,***,isim,,,,
TAMHÜQUQLU,***,sifət,,,,
TAMHÜQUQLULUQ,***,isim,,,,
TAMLAMA,***,isim,,,,
TAMLAMAQ,***,fel,,,,
TAMLI,***,sifət,,,,
TAMLIQ,***,isim,,,,
TAMMETRAJLI,***,sifət,,,,
TAMPON,***,isim,,,,
TANA,***,isim,,,,
TANIQ,***,,isim,,,
TANIMA,***,isim,,,,
TANIMAQ,***,fel,,,,
TANIMAZLIQ,***,isim,,,,
TANINMA,***,isim,,,,
TANINMAQ,***,fel,,,,
TANINMAZ,***,sifət,zərf,,,
TANINMAZLIQ,***,isim,,,,
TANINMIŞ,***,sifət,,,,
TANIŞ,***,,fel,isim,sifət,
TANIŞ-BİLİŞ,***,isim,,,,
TANIŞDIRMA,***,isim,,,,
TANIŞDIRMAQ,***,fel,,,,
TANIŞLIQ,***,isim,,,,
TANIŞMA,***,isim,,,,
TANIŞMAQ,***,fel,,,,
TANIŞ-TUNUŞ,***,isim,,,,
TANITDIRMA,***,isim,,,,
TANITDIRMAQ,***,fel,,,,
TANITMA,***,isim,,,,
TANITMAQ,***,fel,,,,
TANİN,***,isim,,,,
TANK,***,,,,,
TANK,***,,,,,
TANKÇI,***,isim,,,,
TANKER,***,,,,,
TANKET(KA),***,,,,,
TANKETKA,***,,,,,
TANKQAYIRAN,***,sifət,,,,
TANKQAYIRMA,***,isim,,,,
TANKODROM,***,,,,,
TANKVURAN,***,sifət,,,,
TANQAH,***,isim,,,,
TANQAHLI,***,sifət,,,,
TANQO,***,,,,,
TANRI,***,isim,,,,
TANRIÇI,***,sifət,,,,
TANTAL,***,isim,,,,
TAP,***,,,,,
TAPAN,***,isim,,,,
TAPANÇA,***,isim,,,,
TAPANÇALI,***,sifət,,,,
TAPANLAMA,***,isim,,,,
TAPANLAMAQ,***,fel,,,,
TAPDAQ,***,isim,,,,
TAPDALAMA,***,isim,,,,
TAPDALAMAQ,***,fel,,,,
TAPDALANMA,***,isim,,,,
TAPDALANMAQ,***,fel,,,,
TAPDAMA,***,isim,,,,
TAPDAMAQ,***,fel,,,,
TAPDANMA,***,isim,,,,
TAPDANMAQ,***,fel,,,,
TAPDIQ,***,isim,,,,
TAPDIRMA,***,isim,,,,
TAPDIRMAQ,***,fel,,,,
TAPILMA,***,isim,,,,
TAPILMAQ,***,fel,,,,
TAPINMA,***,isim,,,,
TAPINMAQ,***,fel,,,,
TAPINTI,***,isim,,,,
TAPIŞMA,***,isim,,,,
TAPIŞMAQ,***,fel,,,,
"TAPQI, TAPQINTI",***,isim,,,,
TAPQIR,***,isim,,,,
TAPMA,***,isim,,,,
TAPMACA,***,isim,,,,
TAPMACALAMA,***,fel,isim,,,
TAPMACALAMAQ,***,fel,,,,
TAPMACALI,***,sifət,,,,
TAPPADAN,***,zərf,,,,
TAPMAQ,***,fel,zərf,,,
"TAPPATAP, TAPPATUP",***,zərf,,,,
"TAPPATAPLA, TAPPATUPLA",***,zərf,,,,
TAPPILDAMA,***,isim,,,,
TAPPILDAMAQ,***,fel,,,,
TAPPILDATMA,***,isim,,,,
TAPPILDATMAQ,***,fel,,,,
TAPPILTI,***,,,,,
TAPŞIRIQ,***,isim,,,,
TAPŞIRILMA,***,isim,,,,
TAPŞIRILMAQ,***,fel,,,,
TAPŞIRMA,***,isim,,,,
TAPŞIRMAQ,***,fel,,,,
TAR,***,isim,,,,
TAR,***,,sifət,,,
TAR,***,isim,,,,
TAR,***,isim,,,,
TARAC,***,isim,,,,
TARAKAN,***,isim,,,,
TARAQQA,***,isim,,,,
"TARAQ-TARAQ, TARAQ-TURUQ",***,isim,,,,
TARAN,***,,,,,
TARANLAMAQ,***,fel,,,,
TARANTELLA,***,isim,,,,
TARAŞ,***,isim,,,,
TARAŞLAMA,***,isim,,,,
TARAŞLAMAQ,***,fel,,,,
TARAŞLI,***,sifət,,,,
TARAZ,***,fel,isim,sifət,zərf,
TARAZI,***,isim,,,,
TARAZLAMA,***,isim,,,,
TARAZLAMAQ,***,fel,,,,
TARAZLANMA,***,isim,,,,
TARAZLANMAQ,***,fel,,,,
TARAZLAŞDIRILMA,***,isim,,,,
TARAZLAŞDIRILMAQ,***,fel,,,,
TARAZLAŞDIRMA,***,isim,,,,
TARAZLAŞDIRMAQ,***,fel,,,,
TARAZLAŞMA,***,isim,,,,
TARAZLAŞMAQ,***,fel,,,,
TARAZLIQ,***,isim,,,,
"TARÇALAN, TARÇI",***,isim,,,,
TARÇILIQ,***,isim,,,,
TARIM,***,zərf,,,,
TARIMLAMA,***,isim,,,,
TARIMLAMAQ,***,fel,,,,
TARIMLIQ,***,isim,,,,
TARİF,***,,,,,
TARİFLƏŞDİRİLMƏ,***,isim,,,,
TARİFLƏŞDİRİLMƏK,***,fel,,,,
TARİFLƏŞDİRMƏ,***,fel,isim,,,
TARİFLƏŞDİRMƏK,***,fel,,,,
TARİX,***,isim,,,,
TARİXÇƏ,***,isim,,,,
TARİXÇİ,***,isim,,,,
TARİXƏN,***,sifət,,,,
TARİXİ,***,sifət,,,,
TARİXİ-HİCRİ,***,isim,,,,
TARİXİLİK,***,isim,,,,
TARİXİ-MİLADİ,***,isim,,,,
TARİXLİ,***,sifət,,,,
TARİXNƏVİS,***,isim,,,,
TARİXSİZ,***,,sifət,,,
TARİXŞÜNAS,***,isim,,,,
TARİXYAZAN,***,isim,,,,
TARİK,***,isim,,,,
TAR-QAVAL,***,isim,,,,
TARLA,***,isim,,,,
TARLAÇI,***,isim,,,,
TARLAÇILIQ,***,fel,isim,,,
TARLAQORUYUCU,***,sifət,,,,
TARLANMA,***,isim,,,,
TARLANMAQ,***,fel,,,,
TARLAŞMA,***,isim,,,,
TARLAŞMAQ,***,fel,,,,
TARLIQ,***,isim,,,,
TAR-MAR,***,sifət,,,,
TARP,***,,,,,
TARTAN-PARTAN,***,zərf,isim,,,
TARZƏN,***,,,,,
TAS,***,isim,,,,
TAS,***,isim,,,,
TASA,***,isim,,,,
TASA,***,isim,,,,
TASABAXAN,***,isim,,,,
TASKABAB,***,isim,,,,
TASKABABI,***,isim,,,,
TASKÜLAH,***,isim,,,,
TASKÜLAHLI,***,sifət,,,,
TASLAQ,***,isim,,,,
TAT,***,isim,,,,
TATAR,***,isim,,,,
TATARCA,***,sifət,zərf,,,
TATARÍ,***,isim,,,,
TATARILAMA,***,isim,,,,
TATARILAMAQ,***,fel,,,,
TAUN,***,isim,,,,
TAU-SAQQIZ,***,isim,,,,
TAVA,***,isim,,,,
TAVA,***,isim,,,,
TAVADAŞI,***,isim,,,,
TAVAKABABI,***,isim,,,,
TAVALIQ,***,isim,,,,
TAVAN,***,fel,isim,,,
TAVAN,***,isim,,,,
TAVANA,***,isim,,,,
TAVANALI,***,sifət,,,,
TAVANASIZ,***,sifət,,,,
TAVANLI,***,sifət,,,,
TAVAR,***,isim,,,,
TAVAR,***,sifət,,,,
TAVAR,***,sifət,,,,
TAVOT,***,isim,,,,
TAVR,***,isim,,,,
TAVTOLOGİYA,***,,,,,
TAY,***,fel,isim,,,
TAY,***,isim,,,,
TAY,***,fel,isim,sifət,,
TAY,***,isim,,,,
TAY,***,,,,,
TAYA,***,isim,,,,
TAYACIQ,***,isim,,,,
TAYALAMA,***,isim,,,,
TAYALAMAQ,***,fel,,,,
TAYALATMA,***,isim,,,,
TAYALATMAQ,***,fel,,,,
TAYAVURAN,***,fel,isim,,,
TAYAYAQ(LI),***,,,,,
TAYBATAY,***,zərf,,,,
TAY-BƏRABƏR,***,sifət,,,,
TAYBUYNUZ(LU),***,,,,,
TAYDƏYİŞİK,***,sifət,,,,
TAYFA,***,isim,,,,
TAYGÖZ(LÜ),***,sifət,,,,
TAYKEŞ,***,sifət,,,,
TAYQA,***,,,,,
"TAYQILÇA(LI), TAYQIÇ(LI)",***,zərf,sifət,,,
TAYQOL(LU),***,,,,,
TAYQULAQ(LI),***,sifət,,,,
TAYQULP,***,isim,,,,
TAYLAŞDIRMA,***,isim,,,,
TAYLAŞDIRMAQ,***,fel,,,,
TAYLAŞMA,***,isim,,,,
TAYLAŞMAQ,***,fel,,,,
TAYTAQ,***,fel,isim,sifət,,
TAYTAQLIQ,***,isim,,,,
TAYTIMA,***,isim,,,,
TAYTIMAQ,***,fel,,,,
TAY-TUŞ,***,isim,,,,
TAZI,***,isim,,,,
TAZİYANƏ,***,isim,,,,
TE,***,,,,,
TEATR,***,,,,,
TEATRŞÜNAS,***,isim,,,,
TEATRŞÜNASLIQ,***,isim,,,,
TEFLON,***,isim,,,,
TEXMİNİMUM,***,,,,,
TEXNİK,***,isim,,,,
TEXNİKA,***,isim,,,,
TEXNİKİ,***,sifət,,,,
TEXNİKUM,***,,,,,
TEXNOLOGİYA,***,,,,,
TEXNOLOJİ,***,sifət,,,,
TEXNOLOQ,***,,,,,
TEİZM,***,isim,,,,
TEKSTOLOGİYA,***,isim,,,,
TEKTONİK,***,sifət,,,,
TEKTONİKA,***,,,,,
TEL,***,fel,isim,,,
TEL,***,isim,,,,
TEL,***,,,,,
TELBASAN,***,isim,,,,
TELEFON,***,,,,,
TELEFONÇU,***,isim,,,,
TELEFONLAŞDIRILMA,***,isim,,,,
TELEFONLAŞDIRILMAQ,***,fel,,,,
TELEFONLAŞDIRMA,***,isim,,,,
TELEFONLAŞDIRMAQ,***,fel,,,,
TELEFONOQRAM,***,,,,,
TELEKİNO,***,,,,,
TELEKS,***,isim,,,,
TELEQRAF,***,,,,,
TELEQRAFÇI,***,isim,,,,
TELEQRAFXANA,***,isim,,,,
TELEQRAM,***,,,,,
TELEMEXANİKA,***,,,,,
TELEMEXANİKLƏŞDİRMƏ,***,isim,,,,
TELEOBYEKTİV,***,,,,,
TELEPATİYA,***,isim,,,,
TELESKOP,***,,,,,
TELETAYP,***,,,,,
TELETAYPÇI,***,isim,,,,
TELEVERİLİŞ,***,isim,,,,
TELEVİZİYA,***,,,,,
TELEVİZOR,***,,,,,
TELLİ,***,sifət,,,,
TELLUR,***,isim,,,,
TELSİZ,***,sifət,,,,
TEMA,***,,,,,
TEMATİK,***,sifət,,,,
TEMATİKA,***,,,,,
TEMBR,***,,,,,
TEMP,***,,,,,
TEMPERAMENT,***,isim,,,,
TEMPERATUR,***,,,,,
TENDENSİYA,***,isim,,,,
TENDER,***,isim,,,,
TENDER,***,isim,,,,
TENNİS,***,,,,,
TENNİSÇİ,***,isim,,,,
TENOR,***,,,,,
TENT,***,,,,,
TEOLOGİYA,***,isim,,,,
TEOREM,***,,,,,
TEPLOXOD,***,,,,,
TEPLOVOZ,***,,,,,
TERAPEVT,***,,,,,
TERAPİYA,***,,,,,
TERMİN,***,,,,,
TERMİNATOR,***,isim,,,,
TERMİNOLOGİYA,***,,,,,
TERMİNOLOJİ,***,sifət,,,,
TERMODİNAMİK,***,sifət,,,,
TERMODİNAMİKA,***,,,,,
TERMOQRAF,***,,,,,
TERMOMETR,***,,,,,
TERMOS,***,,,,,
TERMOSTAT,***,,,,,
TERRAS,***,isim,,,,
TERROR,***,,,,,
TERRORÇU,***,isim,,,,
TERRORÇULUQ,***,isim,,,,
TERSİYA,***,isim,,,,
TƏBƏQƏ,***,isim,,,,
TƏBƏQƏ,***,isim,,,,
TƏBƏQƏLƏŞMƏ,***,fel,isim,,,
TƏBƏQƏLƏŞMƏK,***,fel,,,,
TƏBƏRRÜK,***,isim,,,,
TƏBƏRZİN,***,isim,,,,
TƏBƏSSÜM,***,isim,zərf,,,
TƏBİB,***,isim,,,,
TƏBİBLİK,***,isim,,,,
TƏBİƏT,***,isim,,,,
TƏBİƏTCƏ,***,zərf,,,,
TƏBİƏTÇİ,***,isim,,,,
TƏBİƏTƏN,***,zərf,,,,
TƏBİƏTŞÜNAS,***,isim,,,,
TƏBİƏTŞÜNASLIQ,***,isim,,,,
TƏBİİ,***,sifət,,,,
TƏBİİLİK,***,isim,,,,
TƏBİL,***,isim,,,,
TƏBİLÇİ,***,isim,,,,
TƏBİR,***,isim,,,,
TƏBİYYAT,***,isim,,,,
TƏBİYYATÇI,***,isim,,,,
TƏBLİĞ,***,isim,,,,
TƏBLİĞAT,***,isim,,,,
